	1	1190.000	614.000
	2	1186.112	612.674
	3	1182.225	611.348
	4	1178.337	610.022
	5	1174.449	608.697
	6	1170.562	607.371
	7	1166.674	606.045
	8	1162.787	604.719
	9	1158.899	603.393
	10	1155.011	602.067
	11	1151.124	600.742
	12	1147.236	599.416
	13	1143.348	598.090
	14	1139.461	596.764
	15	1135.573	595.438
	16	1131.685	594.112
	17	1127.798	592.787
	18	1123.910	591.461
	19	1120.022	590.135
	20	1116.135	588.809
	21	1112.247	587.483
	22	1108.360	586.157
	23	1104.472	584.831
	24	1100.584	583.506
	25	1096.697	582.180
	26	1092.809	580.854
	27	1088.921	579.528
	28	1085.034	578.202
	29	1081.146	576.876
	30	1077.258	575.551
	31	1073.371	574.225
	32	1069.483	572.899
	33	1065.596	571.573
	34	1061.708	570.247
	35	1057.820	568.921
	36	1053.933	567.596
	37	1050.045	566.270
	38	1046.157	564.944
	39	1042.270	563.618
	40	1038.382	562.292
	41	1034.494	560.966
	42	1030.607	559.640
	43	1026.719	558.315
	44	1022.831	556.989
	45	1018.944	555.663
	46	1015.056	554.337
	47	1011.169	553.011
	48	1007.281	551.685
	49	1003.393	550.360
	50	999.506	549.034
	51	995.618	547.708
	52	991.730	546.382
	53	987.843	545.056
	54	983.955	543.730
	55	980.067	542.404
	56	976.180	541.079
	57	972.292	539.753
	58	968.404	538.427
	59	964.517	537.101
	60	960.629	535.775
	61	956.742	534.449
	62	952.854	533.124
	63	948.966	531.798
	64	945.079	530.472
	65	941.191	529.146
	66	937.303	527.820
	67	933.416	526.494
	68	929.528	525.169
	69	925.640	523.843
	70	921.753	522.517
	71	917.865	521.191
	72	913.978	519.865
	73	910.090	518.539
	74	906.202	517.213
	75	902.315	515.888
	76	898.427	514.562
	77	894.539	513.236
	78	890.652	511.910
	79	886.764	510.584
	80	882.876	509.258
	81	878.989	507.933
	82	875.101	506.607
	83	871.213	505.281
	84	867.326	503.955
	85	863.438	502.629
	86	859.551	501.303
	87	855.663	499.978
	88	851.775	498.652
	89	847.888	497.326
	90	844.000	496.000
	91	846.494	496.471
	92	848.988	496.941
	93	851.482	497.412
	94	853.976	497.882
	95	856.471	498.353
	96	858.965	498.824
	97	861.459	499.294
	98	863.953	499.765
	99	866.447	500.235
	100	868.941	500.706
	101	871.435	501.176
	102	873.929	501.647
	103	876.424	502.118
	104	878.918	502.588
	105	881.412	503.059
	106	883.906	503.529
	107	886.400	504.000
	108	888.894	504.471
	109	891.388	504.941
	110	893.882	505.412
	111	896.376	505.882
	112	898.871	506.353
	113	901.365	506.824
	114	903.859	507.294
	115	906.353	507.765
	116	908.847	508.235
	117	911.341	508.706
	118	913.835	509.176
	119	916.329	509.647
	120	918.824	510.118
	121	921.318	510.588
	122	923.812	511.059
	123	926.306	511.529
	124	928.800	512.000
	125	931.294	512.471
	126	933.788	512.941
	127	936.282	513.412
	128	938.776	513.882
	129	941.271	514.353
	130	943.765	514.824
	131	946.259	515.294
	132	948.753	515.765
	133	951.247	516.235
	134	953.741	516.706
	135	956.235	517.176
	136	958.729	517.647
	137	961.224	518.118
	138	963.718	518.588
	139	966.212	519.059
	140	968.706	519.529
	141	971.200	520.000
	142	973.694	520.471
	143	976.188	520.941
	144	978.682	521.412
	145	981.176	521.882
	146	983.671	522.353
	147	986.165	522.824
	148	988.659	523.294
	149	991.153	523.765
	150	993.647	524.235
	151	996.141	524.706
	152	998.635	525.176
	153	1001.129	525.647
	154	1003.624	526.118
	155	1006.118	526.588
	156	1008.612	527.059
	157	1011.106	527.529
	158	1013.600	528.000
	159	1016.094	528.471
	160	1018.588	528.941
	161	1021.082	529.412
	162	1023.576	529.882
	163	1026.071	530.353
	164	1028.565	530.824
	165	1031.059	531.294
	166	1033.553	531.765
	167	1036.047	532.235
	168	1038.541	532.706
	169	1041.035	533.176
	170	1043.529	533.647
	171	1046.024	534.118
	172	1048.518	534.588
	173	1051.012	535.059
	174	1053.506	535.529
	175	1056.000	536.000
	176	1057.073	535.896
	177	1058.146	535.792
	178	1059.219	535.688
	179	1060.292	535.583
	180	1061.365	535.479
	181	1062.438	535.375
	182	1063.510	535.271
	183	1064.583	535.167
	184	1065.656	535.062
	185	1066.729	534.958
	186	1067.802	534.854
	187	1068.875	534.750
	188	1069.948	534.646
	189	1071.021	534.542
	190	1072.094	534.438
	191	1073.167	534.333
	192	1074.240	534.229
	193	1075.312	534.125
	194	1076.385	534.021
	195	1077.458	533.917
	196	1078.531	533.812
	197	1079.604	533.708
	198	1080.677	533.604
	199	1081.750	533.500
	200	1082.823	533.396
	201	1083.896	533.292
	202	1084.969	533.188
	203	1086.042	533.083
	204	1087.115	532.979
	205	1088.188	532.875
	206	1089.260	532.771
	207	1090.333	532.667
	208	1091.406	532.562
	209	1092.479	532.458
	210	1093.552	532.354
	211	1094.625	532.250
	212	1095.698	532.146
	213	1096.771	532.042
	214	1097.844	531.938
	215	1098.917	531.833
	216	1099.990	531.729
	217	1101.062	531.625
	218	1102.135	531.521
	219	1103.208	531.417
	220	1104.281	531.312
	221	1105.354	531.208
	222	1106.427	531.104
	223	1107.500	531.000
	224	1108.573	530.896
	225	1109.646	530.792
	226	1110.719	530.688
	227	1111.792	530.583
	228	1112.865	530.479
	229	1113.938	530.375
	230	1115.010	530.271
	231	1116.083	530.167
	232	1117.156	530.062
	233	1118.229	529.958
	234	1119.302	529.854
	235	1120.375	529.750
	236	1121.448	529.646
	237	1122.521	529.542
	238	1123.594	529.438
	239	1124.667	529.333
	240	1125.740	529.229
	241	1126.812	529.125
