1	2058	507
2	2058.252	506.916
3	2058.504	506.832
4	2058.756	506.748
5	2059.008	506.664
6	2059.261	506.58
7	2059.513	506.496
8	2059.765	506.412
9	2060.017	506.328
10	2060.269	506.244
11	2060.521	506.16
12	2060.773	506.076
13	2061.025	505.992
14	2061.277	505.908
15	2061.529	505.824
16	2061.782	505.739
17	2062.034	505.655
18	2062.286	505.571
19	2062.538	505.487
20	2062.79	505.403
21	2063.042	505.319
22	2063.294	505.235
23	2063.546	505.151
24	2063.798	505.067
25	2064.05	504.983
26	2064.303	504.899
27	2064.555	504.815
28	2064.807	504.731
29	2065.059	504.647
30	2065.311	504.563
31	2065.563	504.479
32	2065.815	504.395
33	2066.067	504.311
34	2066.319	504.227
35	2066.571	504.143
36	2066.824	504.059
37	2067.076	503.975
38	2067.328	503.891
39	2067.58	503.807
40	2067.832	503.723
41	2068.084	503.639
42	2068.336	503.555
43	2068.588	503.471
44	2068.84	503.387
45	2069.092	503.303
46	2069.345	503.218
47	2069.597	503.134
48	2069.849	503.05
49	2070.101	502.966
50	2070.353	502.882
51	2070.605	502.798
52	2070.857	502.714
53	2071.109	502.63
54	2071.361	502.546
55	2071.613	502.462
56	2071.866	502.378
57	2072.118	502.294
58	2072.37	502.21
59	2072.622	502.126
60	2072.874	502.042
61	2073.126	501.958
62	2073.378	501.874
63	2073.63	501.79
64	2073.882	501.706
65	2074.134	501.622
66	2074.387	501.538
67	2074.639	501.454
68	2074.891	501.37
69	2075.143	501.286
70	2075.395	501.202
71	2075.647	501.118
72	2075.899	501.034
73	2076.151	500.95
74	2076.403	500.866
75	2076.655	500.782
76	2076.908	500.697
77	2077.16	500.613
78	2077.412	500.529
79	2077.664	500.445
80	2077.916	500.361
81	2078.168	500.277
82	2078.42	500.193
83	2078.672	500.109
84	2078.924	500.025
85	2079.176	499.941
86	2079.429	499.857
87	2079.681	499.773
88	2079.933	499.689
89	2080.185	499.605
90	2080.437	499.521
91	2080.689	499.437
92	2080.941	499.353
93	2081.193	499.269
94	2081.445	499.185
95	2081.697	499.101
96	2081.95	499.017
97	2082.202	498.933
98	2082.454	498.849
99	2082.706	498.765
100	2082.958	498.681
101	2083.21	498.597
102	2083.462	498.513
103	2083.714	498.429
104	2083.966	498.345
105	2084.218	498.261
106	2084.471	498.176
107	2084.723	498.092
108	2084.975	498.008
109	2085.227	497.924
110	2085.479	497.84
111	2085.731	497.756
112	2085.983	497.672
113	2086.235	497.588
114	2086.487	497.504
115	2086.739	497.42
116	2086.992	497.336
117	2087.244	497.252
118	2087.496	497.168
119	2087.748	497.084
120	2088	497
121	2087.622	497.156
122	2087.244	497.311
123	2086.867	497.467
124	2086.489	497.622
125	2086.111	497.778
126	2085.733	497.933
127	2085.356	498.089
128	2084.978	498.244
129	2084.6	498.4
130	2084.222	498.556
131	2083.844	498.711
132	2083.467	498.867
133	2083.089	499.022
134	2082.711	499.178
135	2082.333	499.333
136	2081.956	499.489
137	2081.578	499.644
138	2081.2	499.8
139	2080.822	499.956
140	2080.444	500.111
141	2080.067	500.267
142	2079.689	500.422
143	2079.311	500.578
144	2078.933	500.733
145	2078.556	500.889
146	2078.178	501.044
147	2077.8	501.2
148	2077.422	501.356
149	2077.044	501.511
150	2076.667	501.667
151	2076.289	501.822
152	2075.911	501.978
153	2075.533	502.133
154	2075.156	502.289
155	2074.778	502.444
156	2074.4	502.6
157	2074.022	502.756
158	2073.644	502.911
159	2073.267	503.067
160	2072.889	503.222
161	2072.511	503.378
162	2072.133	503.533
163	2071.756	503.689
164	2071.378	503.844
165	2071	504
166	2070.622	504.156
167	2070.244	504.311
168	2069.867	504.467
169	2069.489	504.622
170	2069.111	504.778
171	2068.733	504.933
172	2068.356	505.089
173	2067.978	505.244
174	2067.6	505.4
175	2067.222	505.556
176	2066.844	505.711
177	2066.467	505.867
178	2066.089	506.022
179	2065.711	506.178
180	2065.333	506.333
181	2064.956	506.489
182	2064.578	506.644
183	2064.2	506.8
184	2063.822	506.956
185	2063.444	507.111
186	2063.067	507.267
187	2062.689	507.422
188	2062.311	507.578
189	2061.933	507.733
190	2061.556	507.889
191	2061.178	508.044
192	2060.8	508.2
193	2060.422	508.356
194	2060.044	508.511
195	2059.667	508.667
196	2059.289	508.822
197	2058.911	508.978
198	2058.533	509.133
199	2058.156	509.289
200	2057.778	509.444
201	2057.4	509.6
202	2057.022	509.756
203	2056.644	509.911
204	2056.267	510.067
205	2055.889	510.222
206	2055.511	510.378
207	2055.133	510.533
208	2054.756	510.689
209	2054.378	510.844
210	2054	511
211	2053.867	511.067
212	2053.733	511.133
213	2053.6	511.2
214	2053.467	511.267
215	2053.333	511.333
216	2053.2	511.4
217	2053.067	511.467
218	2052.933	511.533
219	2052.8	511.6
220	2052.667	511.667
221	2052.533	511.733
222	2052.4	511.8
223	2052.267	511.867
224	2052.133	511.933
225	2052	512
226	2051.867	512.067
227	2051.733	512.133
228	2051.6	512.2
229	2051.467	512.267
230	2051.333	512.333
231	2051.2	512.4
232	2051.067	512.467
