1	1931.25	545.2734375
2	1931.25	538.9453125
3	1931.218125	539.0344336
4	1931.18625	539.124082
5	1931.154375	539.2132031
6	1931.1225	539.3028516
7	1931.091563	539.3919727
8	1931.059688	539.4816211
9	1931.027813	539.5707422
10	1930.995938	539.6603906
11	1930.964063	539.7495117
12	1930.932188	539.8391602
13	1930.900313	539.9282813
14	1930.868438	540.0179297
15	1930.836563	540.1070508
16	1930.804688	540.1966992
17	1930.77375	540.2858203
18	1930.741875	540.3754688
19	1930.71	540.4645898
20	1930.678125	540.5542383
21	1930.64625	540.6433594
22	1930.614375	540.7330078
23	1930.5825	540.8221289
24	1930.550625	540.9117773
25	1930.51875	541.0008984
26	1930.486875	541.0905469
27	1930.455938	541.179668
28	1930.424063	541.2693164
29	1930.392188	541.3584375
30	1930.360313	541.4480859
31	1930.328438	541.537207
32	1930.296563	541.6268555
33	1930.264688	541.7159766
34	1930.232813	541.805625
35	1930.200938	541.8947461
36	1930.169063	541.9843945
37	1930.138125	542.0735156
38	1930.10625	542.1631641
39	1930.074375	542.2522852
40	1930.0425	542.3419336
41	1930.010625	542.4310547
42	1929.97875	542.5207031
43	1929.946875	542.6098242
44	1929.915	542.6994727
45	1929.883125	542.7885938
46	1929.85125	542.8782422
47	1929.820313	542.9673633
48	1929.788438	543.0570117
49	1929.756563	543.1461328
50	1929.724688	543.2357813
51	1929.692813	543.3249023
52	1929.660938	543.4145508
53	1929.629063	543.5036719
54	1929.597188	543.5933203
55	1929.565313	543.6824414
56	1929.533438	543.7720898
57	1929.5025	543.8612109
58	1929.470625	543.9508594
59	1929.43875	544.0399805
60	1929.406875	544.1296289
61	1929.375	544.21875
62	1929.343125	544.3078711
63	1929.31125	544.3975195
64	1929.279375	544.4866406
65	1929.2475	544.5762891
66	1929.216563	544.6654102
67	1929.184688	544.7550586
68	1929.152813	544.8441797
69	1929.120938	544.9338281
70	1929.089063	545.0229492
71	1929.057188	545.1125977
72	1929.025313	545.2017188
73	1928.993438	545.2913672
74	1928.961563	545.3804883
75	1928.929688	545.4701367
76	1928.89875	545.5592578
77	1928.866875	545.6489063
