	1	1446.000	700.000
	2	1447.950	700.370
	3	1449.899	700.739
	4	1451.849	701.109
	5	1453.798	701.479
	6	1455.748	701.849
	7	1457.697	702.218
	8	1459.647	702.588
	9	1461.597	702.958
	10	1463.546	703.328
	11	1465.496	703.697
	12	1467.445	704.067
	13	1469.395	704.437
	14	1471.345	704.807
	15	1473.294	705.176
	16	1475.244	705.546
	17	1477.193	705.916
	18	1479.143	706.286
	19	1481.092	706.655
	20	1483.042	707.025
	21	1484.992	707.395
	22	1486.941	707.765
	23	1488.891	708.134
	24	1490.840	708.504
	25	1492.790	708.874
	26	1494.739	709.244
	27	1496.689	709.613
	28	1498.639	709.983
	29	1500.588	710.353
	30	1502.538	710.723
	31	1504.487	711.092
	32	1506.437	711.462
	33	1508.387	711.832
	34	1510.336	712.202
	35	1512.286	712.571
	36	1514.235	712.941
	37	1516.185	713.311
	38	1518.134	713.681
	39	1520.084	714.050
	40	1522.034	714.420
	41	1523.983	714.790
	42	1525.933	715.160
	43	1527.882	715.529
	44	1529.832	715.899
	45	1531.782	716.269
	46	1533.731	716.639
	47	1535.681	717.008
	48	1537.630	717.378
	49	1539.580	717.748
	50	1541.529	718.118
	51	1543.479	718.487
	52	1545.429	718.857
	53	1547.378	719.227
	54	1549.328	719.597
	55	1551.277	719.966
	56	1553.227	720.336
	57	1555.176	720.706
	58	1557.126	721.076
	59	1559.076	721.445
	60	1561.025	721.815
	61	1562.975	722.185
	62	1564.924	722.555
	63	1566.874	722.924
	64	1568.824	723.294
	65	1570.773	723.664
	66	1572.723	724.034
	67	1574.672	724.403
	68	1576.622	724.773
	69	1578.571	725.143
	70	1580.521	725.513
	71	1582.471	725.882
	72	1584.420	726.252
	73	1586.370	726.622
	74	1588.319	726.992
	75	1590.269	727.361
	76	1592.218	727.731
	77	1594.168	728.101
	78	1596.118	728.471
	79	1598.067	728.840
	80	1600.017	729.210
	81	1601.966	729.580
	82	1603.916	729.950
	83	1605.866	730.319
	84	1607.815	730.689
	85	1609.765	731.059
	86	1611.714	731.429
	87	1613.664	731.798
	88	1615.613	732.168
	89	1617.563	732.538
	90	1619.513	732.908
